Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Sports Direct,1185732,2021-04-09 00:00:00,Midwest,North Dakota,Fargo,Women's Apparel,50,225,112500,45000,0.40000000000000002,In-store
Sports Direct,1185732,2021-05-10 00:00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,60,495,297000,103950,0.34999999999999998,In-store
Sports Direct,1185732,2021-05-10 00:00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45,200,90000,27000,0.29999999999999999,In-store
Sports Direct,1185732,2021-05-10 00:00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,40,175,70000,21000,0.29999999999999999,In-store
Sports Direct,1185732,2021-05-10 00:00:00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,100,40000,12000,0.29999999999999999,In-store
Sports Direct,1185732,2021-05-10 00:00:00,Midwest,North Dakota,Fargo,Men's Apparel,50,125,62500,21875,0.34999999999999998,In-store
Sports Direct,1185732,2021-05-10 00:00:00,Midwest,North Dakota,Fargo,Women's Apparel,55,250,137500,55000,0.40000000000000002,In-store
Sports Direct,1185732,2021-06-09 00:00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,40,500,200000,70000,0.34999999999999998,In-store
Sports Direct,1185732,2021-06-09 00:00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35,250,87500,26250,0.29999999999999999,In-store
Sports Direct,1185732,2021-06-09 00:00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,30,200,60000,18000,0.29999999999999999,In-store
Sports Direct,1185732,2021-06-09 00:00:00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,175,52500,15750,0.29999999999999999,In-store
Sports Direct,1185732,2021-06-09 00:00:00,Midwest,North Dakota,Fargo,Men's Apparel,40,175,70000,24500,0.34999999999999998,In-store
Sports Direct,1185732,2021-06-09 00:00:00,Midwest,North Dakota,Fargo,Women's Apparel,55,325,178750,71500,0.40000000000000002,In-store
Sports Direct,1185732,2021-07-08 00:00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,50,550,275000,96250,0.34999999999999998,In-store
Sports Direct,1185732,2021-07-08 00:00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45,300,135000,40500,0.29999999999999999,In-store
Sports Direct,1185732,2021-07-08 00:00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,40,225,90000,27000,0.29999999999999999,In-store
Sports Direct,1185732,2021-07-08 00:00:00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,175,70000,21000,0.29999999999999999,In-store
Sports Direct,1185732,2021-07-08 00:00:00,Midwest,North Dakota,Fargo,Men's Apparel,50,200,100000,35000,0.34999999999999998,In-store
Sports Direct,1185732,2021-07-08 00:00:00,Midwest,North Dakota,Fargo,Women's Apparel,55,375,206250,82500,0.40000000000000002,In-store
Sports Direct,1185732,2021-08-09 00:00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,50,525,262500,91875,0.34999999999999998,In-store
Sports Direct,1185732,2021-08-09 00:00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,45,300,135000,40500,0.29999999999999999,In-store
Sports Direct,1185732,2021-08-09 00:00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,40,225,90000,27000,0.29999999999999999,In-store
Sports Direct,1185732,2021-08-09 00:00:00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,200,80000,24000,0.29999999999999999,In-store
Sports Direct,1185732,2021-08-09 00:00:00,Midwest,North Dakota,Fargo,Men's Apparel,50,175,87500,30625,0.34999999999999998,In-store
Sports Direct,1185732,2021-08-09 00:00:00,Midwest,North Dakota,Fargo,Women's Apparel,55,350,192500,77000,0.40000000000000002,In-store
Sports Direct,1185732,2021-09-10 00:00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,40,475,190000,66500,0.34999999999999998,In-store
Sports Direct,1185732,2021-09-10 00:00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35,275,96250,28875,0.29999999999999999,In-store
Sports Direct,1185732,2021-09-10 00:00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,30,175,52500,15750,0.29999999999999999,In-store
Sports Direct,1185732,2021-09-10 00:00:00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,150,45000,13500,0.29999999999999999,In-store
Sports Direct,1185732,2021-09-10 00:00:00,Midwest,North Dakota,Fargo,Men's Apparel,40,150,60000,21000,0.34999999999999998,In-store
Sports Direct,1185732,2021-09-10 00:00:00,Midwest,North Dakota,Fargo,Women's Apparel,45,225,101250,40500,0.40000000000000002,In-store
Sports Direct,1185732,2021-10-09 00:00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,50,400,200000,70000,0.34999999999999998,In-store
Sports Direct,1185732,2021-10-09 00:00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,40,250,100000,30000,0.29999999999999999,In-store
Sports Direct,1185732,2021-10-09 00:00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,40,150,60000,18000,0.29999999999999999,In-store
Sports Direct,1185732,2021-10-09 00:00:00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,125,50000,15000,0.29999999999999999,In-store
Sports Direct,1185732,2021-10-09 00:00:00,Midwest,North Dakota,Fargo,Men's Apparel,50,125,62500,21875,0.34999999999999998,In-store
Foot Locker,1185732,2021-10-09 00:00:00,Midwest,North Dakota,Fargo,Women's Apparel,55,250,137500,55000,0.40000000000000002,In-store
Foot Locker,1185732,2021-11-09 00:00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,50,400,200000,70000,0.34999999999999998,In-store
Foot Locker,1185732,2021-11-09 00:00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,40,250,100000,30000,0.29999999999999999,In-store
Foot Locker,1185732,2021-11-09 00:00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,40,195,78000,23400,0.29999999999999999,In-store
Foot Locker,1185732,2021-11-09 00:00:00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,175,70000,21000,0.29999999999999999,In-store
Foot Locker,1185732,2021-11-09 00:00:00,Midwest,North Dakota,Fargo,Men's Apparel,60,150,90000,31500,0.34999999999999998,In-store
Foot Locker,1185732,2021-11-09 00:00:00,Midwest,North Dakota,Fargo,Women's Apparel,65,250,162500,65000,0.40000000000000002,In-store
Foot Locker,1185732,2021-12-08 00:00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,60,500,300000,105000,0.34999999999999998,In-store
Foot Locker,1185732,2021-12-08 00:00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,50,300,150000,45000,0.29999999999999999,In-store
Foot Locker,1185732,2021-12-08 00:00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,50,250,125000,37500,0.29999999999999999,In-store
Foot Locker,1185732,2021-12-08 00:00:00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,50,200,100000,30000,0.29999999999999999,In-store
Foot Locker,1185732,2021-12-08 00:00:00,Midwest,North Dakota,Fargo,Men's Apparel,60,200,120000,42000,0.34999999999999998,In-store
Foot Locker,1185732,2021-12-08 00:00:00,Midwest,North Dakota,Fargo,Women's Apparel,65,300,195000,78000,0.40000000000000002,In-store
Foot Locker,1185732,2021-01-06 00:00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,30,450,135000,40500,0.29999999999999999,In-store
Foot Locker,1185732,2021-01-06 00:00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30,250,75000,26250,0.34999999999999998,In-store
Foot Locker,1185732,2021-01-06 00:00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,20,250,50000,15000,0.29999999999999999,In-store
Foot Locker,1185732,2021-01-06 00:00:00,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25,100,25000,7500,0.29999999999999999,In-store
Foot Locker,1185732,2021-01-06 00:00:00,Midwest,North Dakota,Fargo,Men's Apparel,40,150,60000,30000,0.5,In-store
Foot Locker,1185732,2021-01-06 00:00:00,Midwest,North Dakota,Fargo,Women's Apparel,30,250,75000,30000,0.40000000000000002,In-store
Foot Locker,1185732,2021-02-06 00:00:00,Midwest,North Dakota,Fargo,Men's Street Footwear,30,500,150000,45000,0.29999999999999999,In-store
Foot Locker,1185732,2021-02-06 00:00:00,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30,150,45000,15750,0.34999999999999998,In-store
Foot Locker,1185732,2021-02-06 00:00:00,Midwest,North Dakota,Fargo,Women's Street Footwear,20,200,40000,12000,0.29999999999999999,In-store
Foot Locker,1185732,2021-02-06 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,75,18750,5625,0.29999999999999999,In-store
Foot Locker,1185732,2021-02-06 00:00:00,Midwest,Iowa,Des Moines,Men's Apparel,40,150,60000,30000,0.5,In-store
Foot Locker,1185732,2021-02-06 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,15,250,37500,15000,0.40000000000000002,In-store
Foot Locker,1185732,2021-03-05 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,20,470,94000,28200,0.29999999999999999,In-store
Foot Locker,1185732,2021-03-05 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20,175,35000,12250,0.34999999999999998,In-store
Foot Locker,1185732,2021-03-05 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,10,225,22500,6750,0.29999999999999999,In-store
Foot Locker,1185732,2021-03-05 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15,100,15000,4500,0.29999999999999999,In-store
Foot Locker,1185732,2021-03-05 00:00:00,Midwest,Iowa,Des Moines,Men's Apparel,30,150,45000,22500,0.5,In-store
Foot Locker,1185732,2021-03-05 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,20,250,50000,20000,0.40000000000000002,In-store
Foot Locker,1185732,2021-04-06 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,20,475,95000,28500,0.29999999999999999,In-store
Foot Locker,1185732,2021-04-06 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20,175,35000,12250,0.34999999999999998,In-store
Foot Locker,1185732,2021-04-06 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,10,175,17500,5250,0.29999999999999999,In-store
Foot Locker,1185732,2021-04-06 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,15,100,15000,4500,0.29999999999999999,In-store
Foot Locker,1185732,2021-04-06 00:00:00,Midwest,Iowa,Des Moines,Men's Apparel,60,125,75000,37500,0.5,In-store
Foot Locker,1185732,2021-04-06 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,50,250,125000,50000,0.40000000000000002,In-store
Foot Locker,1185732,2021-05-07 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,60,520,312000,93600,0.29999999999999999,In-store
Foot Locker,1185732,2021-05-07 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,40,225,90000,31500,0.34999999999999998,In-store
Foot Locker,1185732,2021-05-07 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,35,200,70000,21000,0.29999999999999999,In-store
Foot Locker,1185732,2021-05-07 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35,125,43750,13125,0.29999999999999999,In-store
Foot Locker,1185732,2021-05-07 00:00:00,Midwest,Iowa,Des Moines,Men's Apparel,45,150,67500,33750,0.5,In-store
Foot Locker,1185732,2021-05-07 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,50,275,137500,55000,0.40000000000000002,In-store
Foot Locker,1185732,2021-06-06 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,35,525,183750,55125,0.29999999999999999,In-store
Foot Locker,1185732,2021-06-06 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,275,82500,28875,0.34999999999999998,In-store
Foot Locker,1185732,2021-06-06 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,25,200,50000,15000,0.29999999999999999,In-store
Foot Locker,1185732,2021-06-06 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,175,43750,13125,0.29999999999999999,In-store
Foot Locker,1185732,2021-06-06 00:00:00,Midwest,Iowa,Des Moines,Men's Apparel,35,175,61250,30625,0.5,In-store
Foot Locker,1185732,2021-06-06 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,55,325,178750,71500,0.40000000000000002,In-store
Foot Locker,1185732,2021-07-05 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,50,550,275000,82500,0.29999999999999999,In-store
Foot Locker,1185732,2021-07-05 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,45,300,135000,47250,0.34999999999999998,In-store
Foot Locker,1185732,2021-07-05 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,40,225,90000,27000,0.29999999999999999,In-store
Foot Locker,1185732,2021-07-05 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40,175,70000,21000,0.29999999999999999,In-store
Foot Locker,1185732,2021-07-05 00:00:00,Midwest,Iowa,Des Moines,Men's Apparel,50,200,100000,50000,0.5,In-store
Foot Locker,1185732,2021-07-05 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,55,375,206250,82500,0.40000000000000002,In-store
Foot Locker,1185732,2021-08-06 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,50,525,262500,78750,0.29999999999999999,In-store
Foot Locker,1185732,2021-08-06 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,45,300,135000,47250,0.34999999999999998,In-store
Foot Locker,1185732,2021-08-06 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,40,225,90000,27000,0.29999999999999999,In-store
Foot Locker,1185732,2021-08-06 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,40,200,80000,24000,0.29999999999999999,In-store
Foot Locker,1185732,2021-08-06 00:00:00,Midwest,Iowa,Des Moines,Men's Apparel,50,175,87500,43750,0.5,In-store
Foot Locker,1185732,2021-08-06 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,55,350,192500,77000,0.40000000000000002,In-store
Foot Locker,1185732,2021-09-07 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,35,475,166250,49875,0.29999999999999999,In-store
Foot Locker,1185732,2021-09-07 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,275,82500,28875,0.34999999999999998,In-store
Foot Locker,1185732,2021-09-07 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,25,175,43750,13125,0.29999999999999999,In-store
Foot Locker,1185732,2021-09-07 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,150,37500,11250,0.29999999999999999,In-store
Foot Locker,1185732,2021-09-07 00:00:00,Midwest,Iowa,Des Moines,Men's Apparel,35,150,52500,26250,0.5,In-store
Foot Locker,1185732,2021-09-07 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,40,225,90000,36000,0.40000000000000002,In-store
Foot Locker,1185732,2021-10-06 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,45,400,180000,54000,0.29999999999999999,In-store
Foot Locker,1185732,2021-10-06 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35,250,87500,30625,0.34999999999999998,In-store
Foot Locker,1185732,2021-10-06 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,35,150,52500,15750,0.29999999999999999,In-store
Foot Locker,1185732,2021-10-06 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35,125,43750,13125,0.29999999999999999,In-store
Foot Locker,1185732,2021-10-06 00:00:00,Midwest,Iowa,Des Moines,Men's Apparel,45,125,56250,28125,0.5,In-store
West Gear,1185732,2021-10-06 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,50,250,125000,50000,0.40000000000000002,In-store
West Gear,1185732,2021-11-06 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,45,400,180000,54000,0.29999999999999999,In-store
West Gear,1185732,2021-11-06 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35,275,96250,33687.5,0.34999999999999998,In-store
West Gear,1185732,2021-11-06 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,35,220,77000,23100,0.29999999999999999,In-store
West Gear,1185732,2021-11-06 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35,200,70000,21000,0.29999999999999999,In-store
West Gear,1185732,2021-11-06 00:00:00,Midwest,Iowa,Des Moines,Men's Apparel,60,175,105000,52500,0.5,In-store
West Gear,1185732,2021-11-06 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,65,275,178750,71500,0.40000000000000002,In-store
West Gear,1185732,2021-12-05 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,60,525,315000,94500,0.29999999999999999,In-store
West Gear,1185732,2021-12-05 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,50,325,162500,56875,0.34999999999999998,In-store
West Gear,1185732,2021-12-05 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,50,275,137500,41250,0.29999999999999999,In-store
West Gear,1185732,2021-12-05 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,50,225,112500,33750,0.29999999999999999,In-store
West Gear,1185732,2021-12-05 00:00:00,Midwest,Iowa,Des Moines,Men's Apparel,60,225,135000,67500,0.5,In-store
West Gear,1185732,2021-12-05 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,65,325,211250,84500,0.40000000000000002,In-store
West Gear,1185732,2021-01-03 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,30,450,135000,40500,0.29999999999999999,In-store
West Gear,1185732,2021-01-03 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,250,75000,26250,0.34999999999999998,In-store
West Gear,1185732,2021-01-03 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,20,250,50000,15000,0.29999999999999999,In-store
West Gear,1185732,2021-01-03 00:00:00,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,100,25000,7500,0.29999999999999999,In-store
West Gear,1185732,2021-01-03 00:00:00,Midwest,Iowa,Des Moines,Men's Apparel,40,150,60000,30000,0.5,In-store
West Gear,1185732,2021-01-03 00:00:00,Midwest,Iowa,Des Moines,Women's Apparel,30,250,75000,30000,0.40000000000000002,In-store
West Gear,1185732,2021-02-03 00:00:00,Midwest,Iowa,Des Moines,Men's Street Footwear,30,500,150000,45000,0.29999999999999999,In-store
West Gear,1185732,2021-02-03 00:00:00,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,150,45000,15750,0.34999999999999998,In-store
West Gear,1185732,2021-02-03 00:00:00,Midwest,Iowa,Des Moines,Women's Street Footwear,20,200,40000,12000,0.29999999999999999,In-store
West Gear,1185732,2021-02-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,75,18750,5625,0.29999999999999999,In-store
West Gear,1185732,2021-02-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Apparel,40,150,60000,30000,0.5,In-store
West Gear,1185732,2021-02-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,15,250,37500,15000,0.40000000000000002,In-store
West Gear,1185732,2021-03-02 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,20,470,94000,28200,0.29999999999999999,In-store
West Gear,1185732,2021-03-02 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20,175,35000,12250,0.34999999999999998,In-store
West Gear,1185732,2021-03-02 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,10,225,22500,6750,0.29999999999999999,In-store
West Gear,1185732,2021-03-02 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15,75,11250,3375,0.29999999999999999,In-store
West Gear,1185732,2021-03-02 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Apparel,30,125,37500,18750,0.5,In-store
West Gear,1185732,2021-03-02 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,20,225,45000,18000,0.40000000000000002,In-store
West Gear,1185732,2021-04-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,20,450,90000,27000,0.29999999999999999,In-store
West Gear,1185732,2021-04-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,20,150,30000,10500,0.34999999999999998,In-store
West Gear,1185732,2021-04-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,10,150,15000,4500,0.29999999999999999,In-store
West Gear,1185732,2021-04-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,15,75,11250,3375,0.29999999999999999,In-store
West Gear,1185732,2021-04-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Apparel,60,100,60000,30000,0.5,In-store
West Gear,1185732,2021-04-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,50,225,112500,45000,0.40000000000000002,In-store
West Gear,1185732,2021-05-04 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,60,495,297000,89100,0.29999999999999999,In-store
West Gear,1185732,2021-05-04 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,40,200,80000,28000,0.34999999999999998,In-store
West Gear,1185732,2021-05-04 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,175,61250,18375,0.29999999999999999,In-store
West Gear,1185732,2021-05-04 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35,150,52500,15750,0.29999999999999999,In-store
West Gear,1185732,2021-05-04 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Apparel,45,175,78750,39375,0.5,In-store
West Gear,1185732,2021-05-04 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,50,300,150000,60000,0.40000000000000002,In-store
West Gear,1185732,2021-06-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,550,192500,57750,0.29999999999999999,In-store
West Gear,1185732,2021-06-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,300,90000,31500,0.34999999999999998,In-store
West Gear,1185732,2021-06-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,200,50000,15000,0.29999999999999999,In-store
West Gear,1185732,2021-06-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,175,43750,13125,0.29999999999999999,In-store
West Gear,1185732,2021-06-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Apparel,35,175,61250,30625,0.5,In-store
West Gear,1185732,2021-06-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,55,325,178750,71500,0.40000000000000002,In-store
West Gear,1185732,2021-07-02 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,50,550,275000,82500,0.29999999999999999,In-store
West Gear,1185732,2021-07-02 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45,300,135000,47250,0.34999999999999998,In-store
West Gear,1185732,2021-07-02 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,40,225,90000,27000,0.29999999999999999,In-store
West Gear,1185732,2021-07-02 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40,175,70000,21000,0.29999999999999999,In-store
West Gear,1185732,2021-07-02 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Apparel,50,200,100000,50000,0.5,In-store
West Gear,1185732,2021-07-02 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,55,375,206250,82500,0.40000000000000002,In-store
West Gear,1185732,2021-08-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,50,525,262500,78750,0.29999999999999999,In-store
West Gear,1185732,2021-08-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45,300,135000,47250,0.34999999999999998,In-store
West Gear,1185732,2021-08-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,40,225,90000,27000,0.29999999999999999,In-store
West Gear,1185732,2021-08-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40,200,80000,24000,0.29999999999999999,In-store
West Gear,1185732,2021-08-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Apparel,50,175,87500,43750,0.5,In-store
West Gear,1185732,2021-08-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,55,350,192500,77000,0.40000000000000002,In-store
West Gear,1185732,2021-09-04 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,475,166250,49875,0.29999999999999999,In-store
West Gear,1185732,2021-09-04 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,250,75000,26250,0.34999999999999998,In-store
West Gear,1185732,2021-09-04 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,150,37500,11250,0.29999999999999999,In-store
West Gear,1185732,2021-09-04 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,125,31250,9375,0.29999999999999999,In-store
West Gear,1185732,2021-09-04 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Apparel,35,125,43750,21875,0.5,In-store
West Gear,1185732,2021-09-04 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,40,200,80000,32000,0.40000000000000002,In-store
West Gear,1185732,2021-10-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,45,375,168750,50625,0.29999999999999999,In-store
West Gear,1185732,2021-10-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35,225,78750,27562.5,0.34999999999999998,In-store
West Gear,1185732,2021-10-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,125,43750,13125,0.29999999999999999,In-store
West Gear,1185732,2021-10-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35,125,43750,13125,0.29999999999999999,In-store
West Gear,1185732,2021-10-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Apparel,45,125,56250,28125,0.5,In-store
West Gear,1185732,2021-10-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,50,250,125000,50000,0.40000000000000002,In-store
West Gear,1185732,2021-11-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,45,400,180000,54000,0.29999999999999999,In-store
West Gear,1185732,2021-11-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,35,300,105000,36750,0.34999999999999998,In-store
West Gear,1185732,2021-11-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,245,85750,25725,0.29999999999999999,In-store
West Gear,1185732,2021-11-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,35,225,78750,23625,0.29999999999999999,In-store
West Gear,1185732,2021-11-03 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Apparel,60,200,120000,60000,0.5,In-store
West Gear,1185732,2021-11-03 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Apparel,65,300,195000,78000,0.40000000000000002,In-store
West Gear,1185732,2021-12-02 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,60,550,330000,99000,0.29999999999999999,In-store
West Gear,1185732,2021-12-02 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,50,350,175000,61250,0.34999999999999998,In-store
West Gear,1185732,2021-12-02 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,50,300,150000,45000,0.29999999999999999,In-store
West Gear,1185732,2021-12-02 00:00:00,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,50,250,125000,37500,0.29999999999999999,In-store
West Gear,1185732,2021-12-02 00:00:00,Midwest,Wisconsin,Milwaukee,Men's Apparel,60,250,150000,75000,0.5,In-store
